Campaign_ID,Target_Audience,Campaign_Goal,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date,Company,Year,Month,CTR
949793,Men 35-44,Brand Awareness,45 Days,Twitter,0.02,8842.66,2.91,Miami,Spanish,23204,70250,9,Health,2022-08-09,Vigor Valley,2022,8,33.030604982206405
314118,Women 35-44,Market Expansion,60 Days,Pinterest,0.05,13229.9,0.2395213333179348,New York,French,20523,67806,1,Health,2022-01-03,Aura Align,2022,1,30.26723298823113
704348,Women 35-44,Product Launch,45 Days,Twitter,0.08,9958.02,1.24,Miami,French,26235,79230,7,Fashion,2022-11-03,Attire Artistry,2022,11,33.112457402499054
210780,Women 35-44,Brand Awareness,15 Days,Twitter,0.15,1531.17,7.86,Miami,English,3873,12992,4,Home,2022-06-16,Dwell Delight,2022,6,29.81065270935961
346437,All Ages,Market Expansion,60 Days,Twitter,0.02,14291.46,3.25,Austin,French,37256,111874,6,Fashion,2022-04-23,Vogue Visions,2022,4,33.301750183241865
353562,All Ages,Increase Sales,15 Days,Pinterest,0.14,500.0,0.6470650944857643,Miami,Spanish,960,4110,1,Health,2022-02-24,Elixir Essence,2022,2,23.357664233576642
427954,Women 18-24,Product Launch,15 Days,Instagram,0.1,500.0,2.52,Miami,English,656,3464,8,Technology,2022-06-26,Code Crafters,2022,6,18.937644341801384
691909,Women 35-44,Increase Sales,30 Days,Instagram,0.07,6048.8,1.82,New York,Spanish,15631,47820,1,Health,2022-01-06,Well Wish,2022,1,32.687160184023426
992694,Women 18-24,Increase Sales,45 Days,Facebook,0.12,9153.04,2.49,New York,Spanish,24043,72735,7,Technology,2022-01-03,Cyber Circuit,2022,1,33.05561284113563
413859,Men 18-24,Market Expansion,45 Days,Instagram,0.14,10479.24,4.08,New York,French,27661,83451,8,Health,2022-06-24,Well Wish,2022,6,33.14639728703071
137493,Women 18-24,Increase Sales,60 Days,Twitter,0.13,13279.55,5.6,Miami,French,35061,105371,6,Food,2022-01-19,Palate Paradise,2022,1,33.27386092947775
798533,Men 25-34,Market Expansion,30 Days,Pinterest,0.04,4169.43,0.5845035522012291,Austin,French,6170,21073,1,Food,2022-07-19,Nosh Nirvana,2022,7,29.27917240070232
160322,Men 18-24,Brand Awareness,15 Days,Instagram,0.15,500.0,1.36,Miami,English,2051,7596,5,Fashion,2022-03-15,Vogue Visions,2022,3,27.001053185887308
119938,Men 18-24,Brand Awareness,45 Days,Pinterest,0.14,10451.35,0.8150875223356588,New York,English,16197,53724,1,Home,2022-09-02,Homely Haven,2022,9,30.148536966718787
106475,Men 18-24,Product Launch,45 Days,Twitter,0.09,10467.88,4.95,Las Vegas,French,27628,83356,1,Technology,2022-07-19,Innovate Infinity,2022,7,33.14458467296895
767344,Women 18-24,Brand Awareness,30 Days,Pinterest,0.05,7042.28,1.1207453432115309,Austin,English,10756,36004,1,Home,2022-11-14,Domestic Dream,2022,11,29.874458393511834
625236,Men 18-24,Increase Sales,45 Days,Pinterest,0.08,9369.67,0.7078391641335985,Austin,French,14457,48057,1,Technology,2022-03-09,Pixel Pioneers,2022,3,30.083026406142704
803187,Women 25-34,Market Expansion,45 Days,Pinterest,0.06,9766.65,0.9169734626276164,Los Angeles,French,15109,50178,1,Fashion,2022-05-23,Attire Artistry,2022,5,30.110805532304997
905372,Men 45-60,Increase Sales,60 Days,Facebook,0.07,12106.2,3.06,New York,English,32047,96443,2,Home,2022-11-15,Decor Dreams,2022,11,33.2289538898624
317617,Women 25-34,Increase Sales,15 Days,Twitter,0.03,3904.68,7.99,New York,Spanish,9778,30482,10,Food,2022-08-04,Culinary Quest,2022,8,32.07794764123089
586845,Men 25-34,Brand Awareness,30 Days,Pinterest,0.13,6274.25,0.7882754327851438,Los Angeles,English,9535,32029,1,Health,2022-08-04,Elixir Essence,2022,8,29.769896031721256
271156,All Ages,Product Launch,60 Days,Instagram,0.07,13736.33,7.27,Las Vegas,English,36105,108464,6,Home,2022-09-02,Living Luxe,2022,9,33.287542410385015
416463,Men 18-24,Brand Awareness,30 Days,Twitter,0.05,7570.78,3.33,Austin,French,19736,59979,9,Food,2022-06-26,Gastronomy Guild,2022,6,32.90485003084413
248899,Men 18-24,Increase Sales,30 Days,Facebook,0.09,5245.7,7.15,Austin,Spanish,13447,41350,7,Fashion,2022-03-31,Fiber Fashion,2022,3,32.51995163240628
413618,All Ages,Product Launch,30 Days,Instagram,0.08,5151.9,1.49,Miami,French,13198,40612,9,Home,2022-04-12,Cozy Corners,2022,4,32.49778390623461
904656,Women 18-24,Market Expansion,60 Days,Instagram,0.07,12379.5,1.15,New York,Spanish,32773,98595,9,Technology,2022-06-03,Silicon Saga,2022,6,33.24002231350474
211562,Women 25-34,Brand Awareness,60 Days,Twitter,0.12,13615.75,3.53,New York,French,35848,107704,8,Food,2022-07-04,Epicurean Edge,2022,7,33.28381490009656
255576,Men 45-60,Product Launch,45 Days,Twitter,0.04,11156.96,0.21,Austin,French,29506,88918,3,Health,2022-11-20,Vital Vigor,2022,11,33.18338244225016
358034,Men 18-24,Market Expansion,15 Days,Instagram,0.14,500.0,5.29,Miami,English,1982,7389,10,Health,2022-01-11,Pulse Point,2022,1,26.823656787115986
717125,Women 35-44,Product Launch,60 Days,Pinterest,0.1,13943.53,1.0510339103801918,Austin,Spanish,21467,70882,1,Fashion,2022-08-02,Style Sphere,2022,8,30.28554499026551
613019,Women 45-60,Increase Sales,30 Days,Facebook,0.07,5016.11,7.27,Las Vegas,English,12814,39475,3,Home,2022-01-01,Furnish Fine,2022,1,32.46105129829006
790756,Women 35-44,Market Expansion,30 Days,Twitter,0.01,4294.76,7.58,Los Angeles,English,10852,33665,4,Health,2022-01-29,Aura Align,2022,1,32.2352591712461
171135,Men 25-34,Increase Sales,60 Days,Facebook,0.1,14562.55,0.18,Las Vegas,French,37743,113314,5,Technology,2022-10-02,Innovate Infinity,2022,10,33.30832906789982
684158,Men 18-24,Market Expansion,45 Days,Twitter,0.11,9075.72,7.1,Los Angeles,Spanish,23825,72089,10,Fashion,2022-06-20,Style Sphere,2022,6,33.049425016299296
120067,Women 25-34,Increase Sales,60 Days,Facebook,0.12,13062.38,6.11,Austin,Spanish,34534,103811,10,Technology,2022-03-08,NexGen Nerds,2022,3,33.26622419589446
262992,Women 35-44,Market Expansion,30 Days,Instagram,0.06,4421.68,0.31,Miami,Spanish,11195,34679,6,Health,2022-03-20,Well Wish,2022,3,32.28178436517777
725312,Women 18-24,Market Expansion,45 Days,Twitter,0.04,7823.99,2.31,Los Angeles,French,20431,62038,4,Food,2022-06-15,Feast Flavors,2022,6,32.93304103936297
716972,Women 18-24,Increase Sales,30 Days,Instagram,0.08,6492.52,4.34,Miami,French,16824,51353,7,Fashion,2022-05-26,Runway Rebels,2022,5,32.76147450002921
695934,Women 18-24,Product Launch,30 Days,Pinterest,0.08,4150.82,0.7614633432346286,Los Angeles,Spanish,6141,20978,1,Technology,2022-11-09,Gadget Giants,2022,11,29.27352464486605
241295,Men 35-44,Product Launch,45 Days,Facebook,0.1,9191.51,4.77,Los Angeles,English,24147,73043,5,Health,2022-10-19,Pulse Point,2022,10,33.05860931232288
792359,Men 35-44,Increase Sales,30 Days,Facebook,0.14,5909.98,1.58,Miami,Spanish,15253,46701,3,Home,2022-06-13,Living Luxe,2022,6,32.66097085715509
604273,Men 35-44,Brand Awareness,45 Days,Twitter,0.08,9946.18,5.88,Los Angeles,English,26201,79129,9,Health,2022-01-11,Vigor Valley,2022,1,33.11175422411505
142598,Men 45-60,Product Launch,15 Days,Pinterest,0.09,2085.08,0.2377338606812338,Los Angeles,Spanish,2996,10737,1,Technology,2022-02-08,Silicon Saga,2022,2,27.903511222874172
514593,Men 35-44,Market Expansion,15 Days,Pinterest,0.11,2123.21,1.1118079800280258,Miami,English,3051,10917,1,Food,2022-06-26,Dine Divine,2022,6,27.947238252267105
778201,Men 35-44,Brand Awareness,60 Days,Pinterest,0.12,14851.18,0.3431947462465932,Miami,Spanish,22434,74032,1,Technology,2022-11-28,Quantum Quirks,2022,11,30.30311216771126
680933,Men 25-34,Increase Sales,30 Days,Twitter,0.12,5274.74,5.71,Austin,French,13524,41578,6,Health,2022-11-30,Elixir Essence,2022,11,32.526817066717975
992368,Women 35-44,Product Launch,45 Days,Instagram,0.03,9832.21,2.18,New York,French,25907,78258,3,Health,2022-10-30,Aura Align,2022,10,33.10460272432211
145154,Men 18-24,Market Expansion,60 Days,Pinterest,0.09,14284.8,0.9402106069047292,Los Angeles,French,21875,72209,1,Food,2022-07-29,Gourmet Grove,2022,7,30.294007672173827
572344,Men 35-44,Product Launch,60 Days,Facebook,0.06,11680.94,3.94,Austin,Spanish,30924,93119,10,Technology,2022-07-01,Code Crafters,2022,7,33.20911951374048
557695,Men 18-24,Brand Awareness,15 Days,Pinterest,0.01,500.0,0.6184655322985482,New York,Spanish,378,2214,1,Technology,2022-10-16,Giga Geeks,2022,10,17.073170731707318
639718,Women 18-24,Product Launch,15 Days,Instagram,0.03,1834.45,1.65,Los Angeles,Spanish,4514,14890,6,Technology,2022-07-04,NexGen Nerds,2022,7,30.315648085963737
784143,All Ages,Market Expansion,15 Days,Instagram,0.13,3770.38,2.84,Los Angeles,French,9417,29413,1,Fashion,2022-04-15,Runway Rebels,2022,4,32.01645530887703
349331,Women 25-34,Brand Awareness,45 Days,Instagram,0.12,9974.47,1.46,Las Vegas,Spanish,26280,79363,1,Health,2022-08-15,Well Wish,2022,8,33.11366757809054
599729,Men 35-44,Brand Awareness,30 Days,Facebook,0.13,7708.6,6.64,Austin,French,20113,61096,8,Technology,2022-05-09,Giga Geeks,2022,5,32.92032211601414
887446,Men 45-60,Increase Sales,15 Days,Facebook,0.05,2234.95,1.06,Austin,Spanish,5468,17716,3,Health,2022-06-19,Aura Align,2022,6,30.864755023707385
805359,Women 45-60,Market Expansion,45 Days,Instagram,0.02,9854.01,2.84,Los Angeles,French,25964,78426,1,Health,2022-08-09,Vigor Valley,2022,8,33.10636778619335
296341,All Ages,Market Expansion,45 Days,Twitter,0.05,7947.85,2.58,Austin,Spanish,20773,63050,9,Home,2022-02-23,Homely Haven,2022,2,32.94686756542426
783387,Women 45-60,Product Launch,45 Days,Instagram,0.13,10300.4,1.41,New York,Spanish,27167,81989,3,Fashion,2022-12-28,Silk & Style,2022,12,33.13493273487907
372678,Men 25-34,Increase Sales,30 Days,Instagram,0.11,6244.91,6.89,Miami,English,16155,49370,7,Fashion,2022-05-10,Glam Garments,2022,5,32.72230099250557
513576,Men 25-34,Increase Sales,45 Days,Facebook,0.03,10788.43,0.6,Los Angeles,Spanish,28497,85929,10,Fashion,2022-02-14,Mode Maven,2022,2,33.163425618824846
505827,Women 45-60,Product Launch,30 Days,Facebook,0.1,6627.84,2.18,Las Vegas,French,17183,52416,9,Home,2022-01-01,Dwell Delight,2022,1,32.78197496947497
712955,Men 45-60,Increase Sales,15 Days,Pinterest,0.09,3825.53,0.7489510347777217,Austin,English,5617,19273,1,Health,2022-08-02,Pulse Point,2022,8,29.144398900015567
903735,Women 35-44,Product Launch,30 Days,Twitter,0.07,6805.97,5.34,Los Angeles,Spanish,17671,53862,10,Home,2022-05-25,Living Luxe,2022,5,32.80791652742193
963412,Women 18-24,Brand Awareness,15 Days,Facebook,0.04,3681.02,6.92,Miami,Spanish,9174,28694,5,Food,2022-04-14,Bistro Bliss,2022,4,31.97184080295532
208283,Men 35-44,Increase Sales,60 Days,Pinterest,0.03,15000.0,0.9527229153616364,Los Angeles,French,22754,75072,1,Health,2022-11-23,Fitness Front,2022,11,30.309569479965898
204911,Women 35-44,Market Expansion,45 Days,Pinterest,0.03,9565.67,1.156494795945551,Austin,Spanish,14779,49105,1,Technology,2022-01-09,Gadget Giants,2022,1,30.09673149373791
399390,All Ages,Brand Awareness,15 Days,Facebook,0.08,2774.59,2.4,Los Angeles,Spanish,6792,21639,10,Home,2022-03-29,Cozy Corners,2022,3,31.387772078192157
134064,Men 45-60,Market Expansion,30 Days,Pinterest,0.07,5437.38,0.3414072736098922,New York,English,8198,27677,1,Health,2022-10-24,Elixir Essence,2022,10,29.62026231166673
698218,Women 35-44,Market Expansion,45 Days,Instagram,0.13,10224.61,7.65,Los Angeles,English,26966,81393,9,Health,2022-08-21,Heal Hub,2022,8,33.13061319769513
850201,Men 18-24,Increase Sales,15 Days,Facebook,0.05,1584.69,3.88,Austin,English,3981,13312,2,Food,2022-03-16,Culinary Quest,2022,3,29.905348557692307
308804,Men 25-34,Increase Sales,15 Days,Twitter,0.1,3315.92,2.65,Los Angeles,French,8203,25816,5,Home,2022-08-04,Furnish Fine,2022,8,31.77486829872947
907147,Women 18-24,Market Expansion,15 Days,Facebook,0.11,3443.15,7.18,Austin,Spanish,8535,26800,5,Home,2022-12-14,Nest Neat,2022,12,31.847014925373134
817792,All Ages,Brand Awareness,45 Days,Instagram,0.15,8572.59,2.19,Austin,Spanish,22486,68124,10,Health,2022-12-02,Vital Vigor,2022,12,33.00745699019435
726345,All Ages,Market Expansion,60 Days,Instagram,0.13,12745.41,4.79,Los Angeles,English,33729,101425,6,Health,2022-03-25,Wellness Waves,2022,3,33.25511461671186
186786,Men 18-24,Product Launch,60 Days,Pinterest,0.1,13530.55,1.3566917312560638,Austin,French,20941,69167,1,Fashion,2022-07-04,Silk & Style,2022,7,30.27599866988593
297341,Women 35-44,Brand Awareness,45 Days,Facebook,0.1,10419.87,5.42,New York,Spanish,27493,82954,8,Home,2022-11-20,Space Spruce,2022,11,33.1424644983967
455641,Men 35-44,Product Launch,15 Days,Twitter,0.11,2243.37,3.79,Los Angeles,French,5489,17778,6,Technology,2022-03-23,Tech Titans,2022,3,30.875239059511756
985601,Women 35-44,Product Launch,30 Days,Twitter,0.12,5358.46,2.27,Los Angeles,English,13745,42234,6,Technology,2022-03-02,Silicon Saga,2022,3,32.54486906284036
454515,Men 45-60,Increase Sales,30 Days,Facebook,0.15,6274.66,6.53,Miami,Spanish,16237,49614,5,Technology,2022-02-09,Silicon Saga,2022,2,32.72664973596162
761769,Men 45-60,Market Expansion,45 Days,Instagram,0.13,9371.65,0.87,Las Vegas,English,24622,74451,7,Technology,2022-10-01,Pixel Pioneers,2022,10,33.071416099179324
663619,Women 35-44,Market Expansion,45 Days,Twitter,0.1,9643.11,4.14,Los Angeles,French,25379,76693,9,Home,2022-11-30,Decor Dreams,2022,11,33.091677206524714
114447,All Ages,Market Expansion,45 Days,Twitter,0.04,8634.79,2.88,Austin,Spanish,22650,68610,5,Technology,2022-06-22,Tech Titans,2022,6,33.0126803672934
328030,Men 35-44,Product Launch,15 Days,Pinterest,0.15,3754.91,0.8472620297962771,Austin,Spanish,5505,18906,1,Fashion,2022-01-15,Fiber Fashion,2022,1,29.117740399873053
199576,Women 35-44,Product Launch,45 Days,Instagram,0.05,10972.74,7.75,New York,English,28996,87408,3,Fashion,2022-02-24,Style Sphere,2022,2,33.1731649276954
216509,Men 18-24,Product Launch,15 Days,Pinterest,0.1,2499.29,1.2405060098704983,New York,English,3588,12666,1,Fashion,2022-04-04,Chic Couture,2022,4,28.327806726669824
238832,Men 25-34,Brand Awareness,60 Days,Twitter,0.08,11992.86,2.12,Miami,English,31750,95566,5,Technology,2022-12-01,NexGen Nerds,2022,12,33.223112822551954
849996,Women 35-44,Product Launch,60 Days,Twitter,0.06,12197.49,6.15,New York,English,32296,97180,7,Fashion,2022-11-20,Trend Tailors,2022,11,33.2331755505248
323007,Men 25-34,Brand Awareness,45 Days,Facebook,0.09,8756.78,6.36,New York,Spanish,22976,69576,3,Home,2022-09-05,Domestic Dream,2022,9,33.02288145337472
984165,Men 45-60,Increase Sales,45 Days,Twitter,0.03,11262.82,0.41,Los Angeles,French,29794,89770,6,Health,2022-11-03,Well Wish,2022,11,33.189261445917346
434282,Women 18-24,Product Launch,60 Days,Pinterest,0.14,14243.87,1.426403164087403,New York,Spanish,21829,72059,1,Health,2022-10-07,Vital Vigor,2022,10,30.2932319349422
886080,All Ages,Market Expansion,60 Days,Twitter,0.02,13531.94,7.34,Las Vegas,English,35658,107139,8,Home,2022-04-22,Homely Haven,2022,4,33.281998151933465
723540,Men 45-60,Brand Awareness,30 Days,Facebook,0.15,6884.84,6.6,Las Vegas,French,17884,54492,4,Fashion,2022-01-28,Glam Garments,2022,1,32.81949643984438
343758,Women 25-34,Product Launch,30 Days,Twitter,0.13,6811.31,6.66,Las Vegas,Spanish,17684,53901,7,Food,2022-08-05,Savor Street,2022,8,32.80829669208363
732273,All Ages,Product Launch,15 Days,Twitter,0.09,2671.04,7.84,Austin,French,6535,20877,6,Health,2022-10-13,Fitness Front,2022,10,31.30239019016142
223644,Men 45-60,Product Launch,60 Days,Instagram,0.09,15000.0,5.08,Las Vegas,French,38903,116750,5,Home,2022-08-17,Cozy Corners,2022,8,33.32162740899358
419291,Women 45-60,Increase Sales,15 Days,Facebook,0.13,3370.08,3.65,Miami,English,8347,26244,10,Technology,2022-09-25,Innovate Infinity,2022,9,31.80536503581771
628036,Women 18-24,Market Expansion,45 Days,Instagram,0.04,10865.83,5.22,Las Vegas,Spanish,28710,86558,6,Food,2022-03-19,Epicurean Edge,2022,3,33.16851128722937
216251,Women 25-34,Brand Awareness,45 Days,Twitter,0.06,10303.89,6.87,Los Angeles,English,27176,82016,1,Food,2022-02-22,Gourmet Grove,2022,2,33.13499804916114
200064,Men 18-24,Product Launch,45 Days,Twitter,0.03,10061.86,7.16,Austin,Spanish,26520,80072,10,Home,2022-09-12,Hearth Harmony,2022,9,33.12019182735538
971970,Men 25-34,Market Expansion,60 Days,Instagram,0.01,14153.35,1.89,New York,Spanish,36986,111074,8,Health,2022-09-04,Vigor Valley,2022,9,33.298521706249886
940530,Women 25-34,Brand Awareness,60 Days,Facebook,0.1,12038.07,5.37,Las Vegas,English,31864,95902,1,Health,2022-09-02,Aura Align,2022,9,33.22558445079352
136104,Women 45-60,Market Expansion,30 Days,Twitter,0.12,4578.81,3.81,Los Angeles,English,11626,35956,2,Home,2022-12-21,Nest Neat,2022,12,32.333963733451995
189769,Men 25-34,Market Expansion,15 Days,Instagram,0.06,2480.9,2.23,Los Angeles,Spanish,6062,19476,1,Fashion,2022-07-23,Chic Couture,2022,7,31.12548777983159
986089,Women 18-24,Brand Awareness,45 Days,Pinterest,0.11,8675.52,0.4844050845459727,New York,French,13367,44508,1,Home,2022-12-06,Cozy Corners,2022,12,30.03280309157904
952280,Women 35-44,Market Expansion,15 Days,Twitter,0.07,963.61,6.53,Miami,English,2793,9793,1,Technology,2022-11-30,Pixel Pioneers,2022,11,28.520371694067194
131417,Men 18-24,Market Expansion,15 Days,Instagram,0.04,1197.24,3.14,Los Angeles,French,3220,11059,9,Health,2022-02-20,Well Wish,2022,2,29.116556650691745
925039,Men 18-24,Market Expansion,45 Days,Facebook,0.13,10543.12,4.45,Los Angeles,English,27826,83942,1,Home,2022-10-02,Decor Dreams,2022,10,33.149079126063235
173135,Women 35-44,Market Expansion,60 Days,Twitter,0.01,12089.7,2.11,Las Vegas,English,32002,96310,6,Home,2022-07-25,Furnish Fine,2022,7,33.228117537119715
702395,Women 25-34,Brand Awareness,45 Days,Facebook,0.02,10434.81,4.85,Los Angeles,Spanish,27533,83073,1,Fashion,2022-04-02,Trend Tailors,2022,4,33.143139166756946
714915,Women 25-34,Product Launch,30 Days,Twitter,0.13,5945.86,4.34,Austin,Spanish,15357,47006,4,Fashion,2022-11-20,Chic Couture,2022,11,32.67029740884143
816992,Women 45-60,Increase Sales,60 Days,Facebook,0.08,13493.09,4.49,Austin,English,35562,106855,7,Technology,2022-09-03,NexGen Nerds,2022,9,33.28061391605447
531101,Men 25-34,Market Expansion,45 Days,Pinterest,0.1,8769.67,0.4486556318119525,Austin,Spanish,13514,44986,1,Technology,2022-08-09,Giga Geeks,2022,8,30.040457031076333
419629,Women 35-44,Product Launch,45 Days,Pinterest,0.12,10004.72,1.3102174427018376,Los Angeles,English,15484,51400,1,Home,2022-07-18,Hearth Harmony,2022,7,30.12451361867704
668550,Women 45-60,Product Launch,60 Days,Pinterest,0.15,14914.35,1.3191548058853426,Miami,English,22489,74209,1,Home,2022-12-11,Cozy Corners,2022,12,30.30494953442305
936635,Men 35-44,Market Expansion,30 Days,Instagram,0.04,6234.09,5.28,Las Vegas,English,16128,49292,7,Home,2022-10-20,Homely Haven,2022,10,32.71930536395358
803063,Women 25-34,Increase Sales,30 Days,Instagram,0.02,5660.01,5.66,Austin,French,14573,44685,2,Fashion,2022-09-20,Trend Tailors,2022,9,32.612733579500954
305033,Men 25-34,Product Launch,45 Days,Twitter,0.06,11089.52,3.49,Las Vegas,French,29320,88366,3,Fashion,2022-01-03,Attire Artistry,2022,1,33.18018242310391
648373,Women 25-34,Brand Awareness,30 Days,Pinterest,0.03,5205.37,0.3610694726136033,Austin,English,7833,26487,1,Technology,2022-10-14,Gadget Giants,2022,10,29.572998074527128
348662,All Ages,Brand Awareness,45 Days,Instagram,0.08,10915.84,0.86,Miami,French,28844,86956,5,Fashion,2022-07-22,Glam Garments,2022,7,33.17079902479415
437688,All Ages,Market Expansion,60 Days,Twitter,0.07,11827.64,7.16,New York,French,31320,94291,4,Home,2022-02-21,Decor Dreams,2022,2,33.21631969116883
671980,All Ages,Increase Sales,15 Days,Pinterest,0.15,500.0,1.3209422785220435,Las Vegas,Spanish,486,2567,1,Technology,2022-06-11,NexGen Nerds,2022,6,18.932606155044798
817249,Women 45-60,Increase Sales,15 Days,Twitter,0.04,2352.94,6.9,Miami,French,5753,18560,2,Technology,2022-12-30,Silicon Saga,2022,12,30.99676724137931
543092,Women 45-60,Market Expansion,30 Days,Instagram,0.14,6797.31,3.26,New York,Spanish,17648,53794,9,Home,2022-04-30,Dwell Delight,2022,4,32.80663270996765
523548,Women 45-60,Increase Sales,15 Days,Twitter,0.13,3939.97,0.91,New York,English,9878,30778,5,Food,2022-07-31,Savor Street,2022,7,32.09435310936383
280274,Women 18-24,Product Launch,15 Days,Pinterest,0.1,3216.81,0.019662199003711,Austin,French,4662,16164,1,Technology,2022-05-07,Gadget Giants,2022,5,28.84187082405345
542247,Men 35-44,Product Launch,30 Days,Facebook,0.08,4179.1,7.77,Los Angeles,English,10531,32714,9,Technology,2022-05-26,Tech Titans,2022,5,32.191110839395975
878605,Women 35-44,Increase Sales,45 Days,Instagram,0.07,9478.99,3.96,Los Angeles,French,24921,75335,1,Food,2022-03-24,Nosh Nirvana,2022,3,33.0802415875755
399959,Men 45-60,Market Expansion,60 Days,Pinterest,0.03,14089.09,0.0589865970111332,Austin,English,21647,71468,1,Fashion,2022-08-22,Mode Maven,2022,8,30.289080427603963
228245,Women 25-34,Increase Sales,15 Days,Twitter,0.04,2870.28,6.08,Austin,Spanish,7035,22358,6,Health,2022-04-30,Elixir Essence,2022,4,31.46524733876018
145074,Women 25-34,Market Expansion,45 Days,Facebook,0.11,7823.05,1.5,New York,Spanish,20430,62033,6,Home,2022-01-02,Living Luxe,2022,1,32.934083471700546
371086,Men 18-24,Market Expansion,15 Days,Twitter,0.03,2771.77,1.18,Miami,Spanish,6786,21620,4,Food,2022-11-27,Savor Street,2022,11,31.387604070305276
225117,Men 18-24,Product Launch,60 Days,Twitter,0.12,13154.53,4.42,Austin,English,34758,104473,7,Technology,2022-02-26,Innovate Infinity,2022,2,33.26984005436812
644931,Men 25-34,Brand Awareness,15 Days,Instagram,0.15,500.0,7.78,Las Vegas,English,1807,6872,4,Food,2022-10-29,Gastronomy Guild,2022,10,26.295110593713623
271780,Women 18-24,Brand Awareness,60 Days,Pinterest,0.14,13229.21,0.7686132337814326,Las Vegas,Spanish,20521,67802,1,Food,2022-12-26,Bistro Bliss,2022,12,30.266068847526622
516565,Women 18-24,Increase Sales,30 Days,Facebook,0.09,6067.41,6.73,Los Angeles,Spanish,15683,47974,2,Health,2022-10-16,Aura Align,2022,10,32.69062408804769
237852,Men 18-24,Product Launch,30 Days,Twitter,0.01,6485.67,1.16,New York,French,16805,51297,2,Health,2022-04-06,Aura Align,2022,4,32.76020040158294
343722,Women 25-34,Product Launch,45 Days,Twitter,0.13,11333.37,6.64,New York,French,29986,90338,3,Food,2022-10-04,Culinary Quest,2022,10,33.19311917465518
183423,Men 45-60,Product Launch,45 Days,Twitter,0.1,10974.87,2.67,Los Angeles,English,29002,87424,5,Home,2022-06-27,Furnish Fine,2022,6,33.17395680819912
288464,Men 45-60,Product Launch,60 Days,Twitter,0.02,12188.93,3.98,New York,English,32273,97114,10,Fashion,2022-09-26,Chic Couture,2022,9,33.23207776427704
152412,Women 45-60,Increase Sales,30 Days,Facebook,0.03,6649.86,3.75,Las Vegas,English,17244,52596,9,Food,2022-10-14,Dine Divine,2022,10,32.785763175906915
494961,Men 35-44,Brand Awareness,30 Days,Facebook,0.03,6964.71,4.71,Las Vegas,French,18100,55134,3,Food,2022-05-06,Gourmet Grove,2022,5,32.82910726593391
192551,Men 35-44,Product Launch,45 Days,Instagram,0.02,10386.91,1.9,Las Vegas,Spanish,27403,82689,4,Food,2022-07-03,Gourmet Grove,2022,7,33.13983722139584
642528,Women 35-44,Brand Awareness,45 Days,Pinterest,0.09,11254.96,1.3620541491661668,Las Vegas,French,17487,57920,1,Fashion,2022-02-27,Chic Couture,2022,2,30.19164364640884
636193,Men 45-60,Increase Sales,45 Days,Facebook,0.03,9983.83,0.99,Miami,French,26304,79433,2,Home,2022-10-31,Cozy Corners,2022,10,33.11470043936399
320725,Men 25-34,Product Launch,45 Days,Twitter,0.07,8783.91,6.43,Miami,Spanish,23049,69793,1,Food,2022-02-28,Nosh Nirvana,2022,2,33.024801914232086
111706,Men 25-34,Brand Awareness,15 Days,Instagram,0.12,2305.62,7.08,Las Vegas,English,5636,18213,6,Fashion,2022-10-10,Attire Artistry,2022,10,30.944929446000106
477279,All Ages,Brand Awareness,30 Days,Pinterest,0.08,7065.24,1.0331591840131815,Austin,English,10791,36119,1,Health,2022-12-27,Vital Vigor,2022,12,29.876242420886513
495952,Men 45-60,Product Launch,15 Days,Instagram,0.08,623.92,7.0,New York,English,2257,8204,2,Technology,2022-03-21,Cyber Circuit,2022,3,27.510970258410534
474398,Men 45-60,Increase Sales,60 Days,Facebook,0.07,15000.0,2.41,Miami,Spanish,38674,116074,4,Health,2022-07-15,Vital Vigor,2022,7,33.31840033082344
260382,Men 18-24,Increase Sales,30 Days,Twitter,0.03,4684.24,3.51,Miami,Spanish,11913,36807,2,Technology,2022-10-01,Code Crafters,2022,10,32.36612600863966
257862,Men 18-24,Brand Awareness,45 Days,Facebook,0.14,11086.74,3.11,Las Vegas,French,29313,88345,3,Technology,2022-12-26,Code Crafters,2022,12,33.180146018450394
657423,All Ages,Product Launch,30 Days,Instagram,0.13,5067.42,7.59,Miami,Spanish,12953,39888,4,Technology,2022-03-26,Innovate Infinity,2022,3,32.47342559165664
825427,Women 18-24,Market Expansion,15 Days,Instagram,0.01,3191.46,2.63,New York,English,7873,24839,5,Health,2022-11-10,Aura Align,2022,11,31.696123032328195
958507,All Ages,Market Expansion,30 Days,Instagram,0.06,5695.2,6.47,New York,Spanish,14663,44951,8,Food,2022-10-06,Savor Street,2022,10,32.61996396075727
773963,Men 25-34,Market Expansion,60 Days,Facebook,0.07,12498.42,3.29,New York,English,33078,99498,8,Health,2022-11-15,Balance Beam,2022,11,33.24488934450944
672900,Women 25-34,Market Expansion,45 Days,Twitter,0.07,8703.96,5.01,Austin,French,22836,69162,5,Health,2022-12-19,Pulse Point,2022,12,33.01813134380151
472478,Women 35-44,Market Expansion,15 Days,Facebook,0.04,2044.99,7.94,Los Angeles,Spanish,5009,16355,8,Health,2022-02-14,Well Wish,2022,2,30.62671965759706
